Nr.,Datum,Grund/Anlass,Ort bzw. Wegstrecke
346.0,2021-07-13 00:00:00,"Für Selbstbestimmung, Frieden und Freiheit!",Freiburg: Suwonallee – Madisonallee – Berliner Allee – Binzengrün – Opfinger Straße – Uffhauser Straße – Basler Landstraße – Wolfenweiler: Kirchstraße – Steingasse – Wiesenstraße – Schallstadt: Scheuerleweg – Basler Straße (B3) – Ehrenkirchen (Norsingen) : B3 – Lindenstraße – Bundesstr (B3) – Bad Krozingen: Freiburger Straße –  Basler Straße – Südring - St.-Georg-Straße - In den Mühlenmatten – Schwarzwaldstraße – In der Breige – Schmiedeweg – Staufener Straße – Kirchhofener Straße – K4982 – Ehrenkirchen: Krozinger Straße – Niederdorfstraße – Unterdorfstraße - Wentzingerstraße – Hexentalstraße (L122) – Sölden: Staufener Straße (L122) – Au: Dorfstraße (L122) - Merzhausen: Hexentalstraße -  Ziegelgasse – Becherwaldstraße - Freiburg: Stephanienstraße – Mercystraße – Lorettostraße – Merzhauser Straße – Bismarckallee - Breisacher Straße – Berliner Allee – Madisonallee – Suwonallee
347.0,2021-07-17 00:00:00,Unterstützung für das kubanische Volk aufgrund von aktuellen Anlässen,Augustinerplatz
348.0,2021-07-17 00:00:00,Impulse für Zukunft,PdAS
349.0,2021-07-24 00:00:00,gegen Regierung Bolsonaro,Augustinerplatz
350.0,2021-07-13 00:00:00," ""Polizeigewalt"" ""Freiheit für alle""",Tennenbacher Platz
351.0,2021-07-21 00:00:00,Die Klimawette - Tourstopp in Freiburg,Rathausplatz
352.0,2021-07-20 00:00:00,Wie soll es weitergehen? Zusammenhalten für eine neue Zukunft,Autokorso
353.0,2021-08-06 00:00:00,Mahnwache und demonstrative Aktion,Rathausplatz
354.0,2021-08-03 00:00:00,Generationsgerechtigkeit und Klimaschutz,Augustinerplatz
355.0,"03.08.2021
04.08.2021
05.08.2021
06.08.2021
07.08.2021","Cafe Rhino is back ! Zombie Walk, Love or Hate Parade",unterschiedliche Plätze
356.0,2021-08-07 00:00:00,Seenotrettung,
357.0,2021-07-24 00:00:00,Movement of Freedom,Aufzug mit LKW (Route stand noch nicht abschließend fest)
358.0,2021-07-25 00:00:00,"Wir lassen rechte Gewalt nicht unwidersprochen - 
im Heldenviertel, Freiburg und überall",Sportplatz Ecke Langemarckstraße/Skaggerstraße
359.0,2021-07-23 00:00:00,Wie schützen wir unsere Kinder vor Krankheit und Isolation?,Rathausplatz
360.0,2021-07-24 00:00:00,Schutz der Innenstadt,Augustinerplatz
361.0,2021-07-24 00:00:00,Aktuelle politische Lage in Kuba,Rathausplatz
362.0,2021-07-27 00:00:00,Beendigung der Probezeit von Pfr. Christoph Mobs; Nichthören der Pfarrgemeinderäte vor der Entscheidung.,Herrenstraße/Schoferstraße Freiburg 
363.0,2021-08-06 00:00:00,Mahnwache,Schlachthof-Tullastr.
364.0,2021-08-07 00:00:00,Klimagerechtigkeit,Augustinerplatz
365.0,07.08. + 21.08.2021,vegane Ernährung,Rathausplatz
366.0,2021-07-24 00:00:00,unverhältnissmääßige Corona-Maßnahmen,Stühlinger Kirchplatz
367.0,2021-07-25 00:00:00,"keine Lager, keine Polizeigewalt - Schutz für die, die Schutz suchen","LEA, Müllheimerstraße"
368.0,2021-07-27 00:00:00,Rote Linie – Impfpflicht für Kinder ,Autokorso
369.0,2021-07-29 00:00:00,Späti,Lederleplatz
370.0,2021-07-27 00:00:00,Dietenbach,Bürgerhaus Zähringen
371.0,2021-08-07 00:00:00,Freiräume statt Tränengas,PdAS
372.0,2021-07-28 00:00:00,Bundestagswahl,Augustinerplatz
373.0,2021-07-30 00:00:00,gleiche Brust für Allee,Fahrraddemo ab PdAS bis Johanneskirche
374.0,2021-07-30 00:00:00,,Platz der Universität
375.0,2021-07-31 00:00:00,Schutz der Innenstadt,Augustinerplatz
376.0,2021-07-31 00:00:00,"Solidarität wirkt, DKP ist wählbar, DKP wählen",Rathausplatz
377.0,2021-08-03 00:00:00,Gedenktag des Ezidischen Völkermordes,Rathausplatz
378.0,2021-08-03 00:00:00,"Für selbstbestimmung, Frieen und Freiheit !",Autokorso
379.0,2021-07-27 00:00:00,Bauvorhaben Dietenbach,Bürgerhaus Zähringen
380.0,2021-07-24 00:00:00,Kein Angriff ohne Anwort,ab Grethergelände
381.0,2021-08-03 00:00:00,Toten im Shengal,Rathausplatz
382.0,2021-08-06 00:00:00,sofortige Energiewende,Vorplatz RIS mit Fahrraddemo
383.0,2021-08-07 00:00:00,Weltfrieden durch inneren Frieden,Seeparkgelände
384.0,2021-08-07 00:00:00,Schutz der Innenstadt,Augustinerplatz
385.0,2021-08-07 00:00:00,die Lage der geflüchteten Menschen an Europas Außengrenzen,Stühlinger Kirchplatz
386.0,2021-08-12 00:00:00,Mahnwache die Drite in Gedenken an den Späti,Lederleplatz
387.0,2021-08-14 00:00:00,Wahlkampfauftakt Grüne Jugend,Stühlinger Kirchplatz
388.0,2021-08-10 00:00:00,"Für selbstbestimmung, Frieen und Freiheit !",Autokorso
389.0,2021-08-14 00:00:00,Schutz der Innenstadt,Augustinerplatz
390.0,2021-08-18 00:00:00,Kundgebung zur Bundestagswahl mit Christian Lindner,Vorplatz alte Stadthalle
391.0,2021-08-12 00:00:00,Corona und die Impfung für Kinder,Rathausplatz
392.0,"14.08.2021
15.08.2021","Gegen die unverhältnismäßigen Corona Maßnahmen, für einen offenen Dialog und für den Wandel","Augustinerplatz
Rathausplatz"
393.0,2021-08-17 00:00:00,Gleiches Recht für alle! Keine Sonderrechte für Geimpfte!,Autokorso
394.0,2021-08-16 00:00:00,Eskalierende Lage in Afghanistan,Stühlinger Kirchplatz
395.0,2021-08-26 00:00:00,Bundestagswahl 2021,Platz der Alten Synagoge
396.0,2021-08-21 00:00:00,Christlicher Glaube,Europaplatz  
397.0,2021-08-21 00:00:00,Schutz der Innenstadt,Augustinerplatz
398.0,2021-08-24 00:00:00,Erfahrung schafft Zukunft - unterwegs in Deutschland,Rathausplatz
399.0,2021-08-19 00:00:00,Corona und die Impfung für Kinder,EKZ Weingarten
400.0,2021-08-28 00:00:00,vegane Ernährung,Rathausplatz
401.0,2021-09-01 00:00:00,Kundgebungen und Aufzug anlässlich des Antikriegstags 1. Septem-ber,"Rathausplatz - Merianstraße - Schiffstraße – Kaiser-Joseph-Straße - Europa-platz ( Zwischenkundgebung) - Friedrichring linksseitig der Straßenbahnlinie bis zum ""Vapiano"" am Fahnenbergplatz - Überquerung Ecke Rotteck-ring/Friedrich Ring  zum Uni-Rektorat  ( Zwischenkundgebung ) - Überque-rung Ecke Rotteckring/Friedrich Ring -  linksseitig vom Rotteckring bis zum Mahnmal."
402.0,2021-09-05 00:00:00,Europäischer Tag der jüdischen Kulturen,Platz der Alten Synagoge
403.0,2021-09-06 00:00:00,Superblocks in Freiburg?,Alter Wiehrebahnhof
404.0,2021-08-21 00:00:00,Für Afghanistan und Freiheit,PdAS
405.0,2021-08-22 00:00:00,Kultureller Sporttanz,Bühne Stadtgarten
406.0,2021-08-21 00:00:00,Vermögenssteuer/Steuerpolitik,PdAS
407.0,2021-08-21 00:00:00,Angriff auf Shengal,PdaS
408.0,2021-10-23 00:00:00,Freiheit,PdaS
409.0,2021-08-28 00:00:00,Schutz der Innenstadt,Augustinerplatz
410.0,2021-08-24 00:00:00,Keine Impfpflicht durch die Hintertür! Schnelltests müssen kostenlos bleiben!,"Suwonallee, Granadaallee, Elsässer Straße, Berliner Allee, Sundgau-allee, Paduaallee, Besançonallee, Adelheid-Steinmann-Straße, Willy-Brandt-Allee, Max-Josef-Metzger-Straße, Rieselfeldallee, Walter-Benjamin-Straße, Waltershofener Straße, Munzinger Straße, Sankt Georgener Straße, Carl-Mez-Straße, Obere Hardtstraße, Basler Land-straße, Malteserordensstraße, Obergasse, Andreas-Hofer Straße, Lörracher Straße, Eschholzstraße, Carl-Kistner Straße, Opfinger Stra-ße, Binzengrün, Haslacher Straße, Eschholzstraße, Breisacher Straße, Zur Unterführung, Bismarckallee, Schnewlinstraße, Heinrich-von-Stephan-Straße, Merzhauser Straße, Lorettostraße, Günterstalstraße, Talstraße, Dreikönigstraße, Erwinstraße, Bürgerwehrstraße, Zasius-straße, Seminarstraße, Andlawstraße, Schützenallee, Seminarstraße, Schwarzwaldstraße, Hansjakobstraße, Heinrich-Heine-Straße, Schwarzwaldstraße, Sandfangweg, Kartäuserstraße, Wallstraße, Holzmarkt, Kaiser-Joseph-Straße, Schreiberstraße / B31, Schnewlin-straße / B3, Bismarckallee / B3, Eisenbahnstraße, Rotteckring, Fried-richring / B3, Habsburgerstraße / B3, Zähringer Straße, Gundelfinger Straße, Hans-Bunte-Straße, Isfahanallee / B3, Ingeborg-Grummer-Schroth-Straße, Ellen-Gottlieb-Straße, Zollhallenstraße, Neunlinden-straße, Freiladestraße, Paul-Ehrlich- Straße, Neunlindenstraße, Hart-mannstraße, Elsässer Straße, Berliner Allee, Madisonallee, Su-wonallee."
411.0,2021-08-28 00:00:00,Für Afghanistan ,Platz der Alten Synagoge – Rotteckring – Friedrichring – Europaplatz – Kaiser-Joseph-Straße – Bertoldsbrunnen – Bertoldstraße – Platz der Alten Synagoge.
412.0,2021-09-03 00:00:00,Wir fordern: die sofortige Einleitung der Mobilitätswende,Eschholzpark - Fuß- und Radweg Richtung Süden (südlich der Bis-sierstraße) - Ferdinand-Weiß-Straße - Eschholzstraße - Badische Zei-tung - Basler Straße - Merzhauser Straße - bis Kreisverkehr Merzhau-sen (Hexentalstraße) - Merzhauser Straße stadteinwärts -  Heinrich-von-Stephan-Straße - Bismarckallee - Friedrichstraße - Fahnenbergplatz - Rotteckring - Platz der Alten Synagoge.
413.0,2021-09-11 00:00:00,vegane Ernährung,Platz der Alten Synagoge
414.0,2021-09-13 00:00:00,Soziale Gerechtigkeit ,Fritz-Schieler-Straße
415.0,2021-09-15 00:00:00,"Zeit zu handeln: Für soziale Gerechtigkeit, Frieden und Klimagerechtigkeit",Platz der Alten Synagoge
416.0,"10.09.2021
21.09.2021","10.09.2021: Politische Wahlkampfveranstaltung mit Robert Habeck
21.09.2021: Politische Wahlkampfveranstaltung mit Annalena Baerbock
",Platz der Alten Synagoge
417.0,2021-08-27 00:00:00,Critical Mass (Klimaschutz),Heinrich-von-Stephan-Straß bis PdAS
418.0,2021-09-02 00:00:00,Billigfleisch bei Edeka,Platz der Zähringer
419.0,2021-08-31 00:00:00,Nein zu 2G! Gleiche Rechte für alle!,"Freiburg: Suwonallee, Granadaallee, Markwaldstraße, Bebelstraße, Mooswaldstraße, Högestraße, Hochdorfer Straße, Zur March, Hugstetten/March: Hochdorfer Straße, Landstraße, Königsberger Straße, Landstraße, Herrenstraße, Engelgasse, Landstraße, Buchheim/March: Hauptstraße, Holzhauser Straße, Holzhausen/March: Buchheimer Straße, Buchsweilerstraße, Hirtengasse, Gartenstraße, Vörstetter Straße, Vörstetten: Kaiserstuhlstraße, Reute: An der Glotter, Hauptstraße, Emmendinger Straße, Von-Harsch Straße, Kaiserstuhlstraße, Wolfsackerstraße, Schwarzwaldstraße, Alemannenstraße, Gartenstraße, Hinter den Eichen, Bottingen/Teningen: K5130, Nimburger Straße, Dorfstraße, Weinbergstraße, Auf der Ziegelbreite, Nimburg/Teningen: Langstraße, Antoniterstraße, Kaiserstuhlstraße, Tulpenweg, Langstraße, Stockbrunnenstraße, Bottinger Straße, Breisacher Straße, Eichstetten am Kaiserstuhl: Nimburger Straße, Goethestraße, Bahlinger Straße, Hauptstraße, Hauptstraße, Altweg, Burgtalstraße, Bötzinger Straße, Bötzingen: Hauptstraße, Wasenweiler Straße, Schwimmbadstraße, Nachtwaidstraße, Kranzenaustraße, Pilsenstraße, Gottenheim Straße, Gottenheim: Bötzinger Straße, Hauptstraße, Umkircher Straße, Umkirch: Rohrmatten, Am Gansacker, Snewelinstraße, Beroldingerstraße, Hauptstraße, L115, Freiburg: B31a, Breisgauer Straße, Breisgauer Straße, Paduaallee, Granadaallee, Suwonalle."
420.0,"03.09.,04.09.
05.09.2021",Zirkusdemo,Messegelände Freiburg
421.0,2021-09-02 00:00:00,für ein Ende aller Corona-Maßahmen,Stühlinger Kirchplatz mit Aufzug zum Fritz-Schieler-Platz
422.0,2021-09-02 00:00:00,Wie bleiben wir möglischst lange gesund ?,Platz Unterlinden
423.0,2021-09-03 00:00:00,Corona und die Impfung für Kinder,Rathausplatz
424.0,2021-09-04 00:00:00,Schutz der Innenstadt,Augustinerplatz
425.0,2021-09-04 00:00:00,Atomwaffenverbotsvertrag,Rathausplatz
426.0,2021-09-06 00:00:00,"Klimabremser, Anfragen an das CDU-Büro bzgl. Klimamaßnahmen",Eisenbahnstraße 64
427.0,2021-09-09 00:00:00,Weiterführung des Erfolgskonzepts Mahnwache,Lederleplatz Stühlunger
428.0,2021-09-07 00:00:00,Keine Impfpflicht an Schulen,Autokorso
429.0,2021-09-11 00:00:00,Schutz der Innenstadt,Augustinerplatz
430.0,2021-09-21 00:00:00,Kundgebung Wahlkampf BTW,Rathausplatz
431.0,2021-09-09 00:00:00,Freiheit für Afghanistan,Platz der Alten Synagoge – Rotteckring – Friedrichring – Europaplatz – Kaiser-Joseph-Straße – Bertoldstraße – Platz der Alten Synagoge
432.0,2021-09-10 00:00:00,Schulstart,Augustinerplatz
433.0,2021-09-09 00:00:00,Corona und Impfung für Kinder,Platz Unterlinden
434.0,2021-09-09 00:00:00,Moria,Rathausplatz
435.0,"10.09.2021 
12.09.2021",Demo gegen Zirkus,Messegelände Freiburg
436.0,2021-09-11 00:00:00,"Fahrradkino und Diskussion zum Thema ""Kreislaufwirtschaft""",Platz der Alten Synagoge
437.0,2021-09-09 00:00:00,für ein Ende aller Corona-Maßahmen,Aufzug ab Karlsplatz bis Tennenbacherplatz
438.0,2021-09-12 00:00:00,Klimakrise ist jetzt,Seeparkgelände
439.0,2021-09-16 00:00:00,Queerfeminismus mit Terry Reintke,Stühlinger Kirchplatz
440.0,2021-09-18 00:00:00,Kidical Mass,Hans-Carl-Scherrer-Platz - Staufener Straße - Markgrafenstraße - Haslacher Straße – Eschholzstraße – B31a (in Ost-Richtung) – Schnewlinstraße – Bismarckallee - Wiwili-Brücke – Wentzingerstraße - Engelbergstraße – Eschholzstraße – Carl-Kistner-Straße – Hans-Carl-Scherrerplatz
441.0,2021-09-13 00:00:00,"Bundestagswahl 2021, Wahlveranstaltung",Platz der Alten Synagoge
442.0,2021-09-17 00:00:00,Keine Wahl kann dieses System verändern,Platz der Alten Synagoge
443.0,2021-09-17 00:00:00,Politik-pflege,Rathausplatz
444.0,2021-09-17 00:00:00,Ausbeutung kann man nicht abmelden,Fritz-Schieler-Platz
445.0,2021-09-18 00:00:00,"Die Carl-Kistner-Straße ist zwischen Dorfbrunnen und Hans-Carl-Scherrer-Platz seit Jahren Anliegerstraße und Tempo 20 Zone. Die Realität sieht anders aus: Der sich stauende Durchgangsverkehr und viele parkende Autos sind für Anwohner, zu Fuß gehende schädlich und nicht länger hinnehmbar. Gerade auch vor dem Hintergrund, dass unser Gemeinderat die Verkehrswende mehrheitlich beschlossen hat, d.h. eine Umwandlung der Stadt hin zu mehr Lebensqualität, Flächengerechtigkeit und Klimaschutz. Wir wollen mit dieser Demonstration zeigen, wie schön unsere Straße sein kann, wenn endlich geltendes Recht umgesetzt wird und der Durchgangsverkehr draußen bleibt. Auch öffentliche Parkplätze müssen deutlich dezimiert werden, damit Fußgänger sich endlich ohne Raumnot begegnen können.",Carl-Kistner-Straße zwischen dem Dorf-brunnen und dem Hans-Carl-Scherrer-Platz
446.0,2021-09-18 00:00:00,"Für Freiheit, Machtbegrenzung, Achtsamkeit und Schwarmintelligenz - die Basisi stellt sich vor",Seepark beim Amphitheater
447.0,2021-10-16 00:00:00,Basisidemokratie,Rathausplatz
448.0,2021-09-18 00:00:00,Mit den Rechten ist nichts zu gewinnen,Fritz-Schieler-Platz
449.0,2021-09-14 00:00:00,"Für Selbstbestimmung, Frieden und Freiheit","Freiburg:
Suwonallee – Madisonallee - Berliner Allee - Breisacher Straße - Friedrichstraße, Habsburgerstraße -  Zähringer Straße, Gundelfinger Straße

Gundelfingen:
Alte Bundesstraße - untere Waldstraße – Waldstraße - Am Waldfriedhof

Heuweiler:
Gundelfinger Straße – Weidweg – Dorfstraße - L112

Denzlingen:
Elzstraße - Stuttgarter Straße - Berliner Straße – Hindenburgstraße - Vörstetter Straße – Kirchstraße - L110

Sexau:
Denzlinger Straße – Lörchstraße – Breitestraße – Andlaustraße – Burgweg - Emmendinger Straße - L186

Emmendingen:
Hauptstraße – Altdorfstraße – Breisgaustraße – Grundackerstraße – Hauptstraße - Im Jägeracker – Schillerstraße – Lessingstraße - Kollmarsreuter Straße – Weinstockstraße - Hochburger Straße – Hebelstraße - Karl-Friedrich-Straße -
Mundinger Straße – Roethestraße – Waldstraße - Wöpplinsberger Straße -  Mundinger Straße – Schloßbergstraße – Bechererstraße - Karl-Friedrich-Straße – Elzstraße - Am Elzdamm - Karl-Bautz-Straße
"
450.0,2021-09-16 00:00:00,Für ein Ende aller Corona-Maßnahmen! Gegen die Impfpflicht! Gegen Diskriminierung! Für den Schutz unserer Kinder und ! Für einen politischen Wandel,"Karlsplatz - Auf der Zinnen - Kaiser-Joseph-Straße – Schiffstraße – 
Merianstraße - Rathausgasse - Kaiser-Joseph-Straße - Günterstalstra-ße - Erwinstraße – Bürgerwehrstraße - Zasiusstraße - Seminarstraße - Schwarzwaldstraße - Alter Messplatz  
"
451.0,2021-09-18 00:00:00,Schutz der Innenstadt,Augustinerplatz
452.0,2021-09-18 00:00:00,Vermögenssteuer/Steuerpolitik,Rathausplatz
453.0,2021-10-22 00:00:00,Erinnerung an die Opfer der Deportation,Platz der Alten Synagoge/Gedenkbrunnen
454.0,2021-10-02 00:00:00,Vegane Ernährung,Ecke KaJo/Engelstraße
455.0,2021-09-17 00:00:00,Bundestagswahl 2021,Rathausplatz
456.0,2021-09-18 00:00:00,Zeit für Legalisierung,"Konrad-Adenauer-Platz - Bismarckallee – Eisenbahnstraße
 – Rotteckring – Friedrichring – Kaiser-Joseph-Straße – 
Bertoldsbrunnen (Zwischenkundgebung) – Kaiser-Joseph-Straße - 
Rempartstraße – Belfortstraße – Wilhelmstraße – Bismarckallee – Konrad-Adenauer-Platz"
457.0,2021-09-17 00:00:00,Corona und die Impfung für Kinder,Augustinerplatz
458.0,2021-09-18 00:00:00,Verbotsverfahren gegen die HDP,Platz der Alten Synagoge
459.0,2021-09-18 00:00:00,Stühlinger Wohnraum erhalten,Rathausplatz
460.0,2021-09-18 00:00:00,"Information der Bevölkerung über die Arbeit von 
Seenotrettungsorganisationen und die Arbeit der Freiburger Sea-Eye
Lokalgruppe. Außerdem Information der Bevölkerung über die aktuelle 
Situaton auf der Fluchtroute Mittelmeer und die Situation der zivilen
 Seenotrettung",Auf dem Weg/Auf der Wiese beim Ottiliensteg
461.0,2021-09-22 00:00:00,"Mahnwache von Health for Future Freiburg zur Aufklärung über die 
Zusammenhänge von Klimakrise und Gesundheit",Platz der Alten Synagoge
462.0,2021-09-02 00:00:00,"Die 6. Mahnwacht zur Ehren des Verstorbenen Spätis und diverser 
anderer schöner Dinge","Lederleplatz, Stühlinger"
463.0,2021-09-25 00:00:00,Bundestagswahl 2021,Platz der Alten Synagoge
464.0,2021-09-28 00:00:00,International Safe Abortion Day,Platz der Alten Synagoge
465.0,2021-09-21 00:00:00,"Für Selbstbestimmung, Frieden und Freiheit!","Suwonallee – Madisonallee - Berliner Allee - Breisacher Straße – Friedrichstraße – Leopoldring – Schloßbergring – Greiffeneggring – Schwarzwaldstraße – Hans-Jakob-Straße, Heinrich-Heine-Straße - Schwarzwaldstraße, (L133)
Stegen
Hauptstraße -  Kirchzartener Straße -  Weilerstraße - Zartener Straße -
Zarten
St. Peter Straße - Bundesstraße
Kirchzarten
Höllentalstraße
Burg-Birkenhof
Am Hohweg - Heinrich-Brenzinger-Straße – Keltenring – Höllentalstraße - Höfener Straße
Kirchzarten
Höfener Straße – Lindenaustraße - St.-Galler-Straße – Ringstraße – Bahnhofstraße - Zartener Straße -  Schwarzwaldstraße – Schulhausstraße – Giersbergstraße – Hauptstraße - Freiburger Straße 
Kappel
Freiburger Straße -  Erzweg – Neuhäuserstraße -  Kirchzartener Straße
Littenweiler
Kappler Straße -  Alemannenstraße – Lindenmattenstraße - Heinrich-Heine-Straße -
Freiburg
Schwarzwaldstraße -  Leo-Wohleb-Straße – Greiffeneggring – Hildastraße – Talstraße – Brombergstraße – Urachstraße – Lorettostraße - Merzhauser Straße -  Heinrich-von-Stephan-Straße – Schnewlinstraße – Bismarckallee - Stefan-Meier-Straße - Tennenbacher Straße -  Friedhofstraße – Kaiserstuhlstraße -  Emmy-Noether-Straße -  Madisonallee – Suwonallee - Ende am Startpunkt
"
466.0,2021-09-23 00:00:00, ,"Karlsplatz – Auf der Zinnen – Kaiser-Josef-Straße – 
Schiffstraße – Merianstraße – Rathausgasse – 
Eisenbahnstraße – Bismarckallee – Zur Unterführung –
 Breisacherstraße – Kreuzstraße – Lehener Straße – 
Sundgauallee – Lehener Straße – Berliner Allee – 
Sundgauallee – Hofackerstraße – Elsässerstraße – 
Wirthstraße – Elsässer Straße – Auwaldstraße - Auwaldhof"
467.0,2021-09-24 00:00:00,Bundestagswahl 2021,Augustinerplatz
468.0,2021-09-25 00:00:00,"Kundgebung. Planetary Dance/Earth Run für den Frieden und die 
Heilung des Planenten im Rahmen des change-your-world-festival.de",Sternwaldwiese
469.0,2021-09-25 00:00:00,Schutz der Innenstadt,Augustinerplatz
470.0,2021-09-24 00:00:00,Fridays for Future,"Habsburgerstraße – Friedrichring – Friedrichstraße - 
Fahnenbergplatz"
471.0,2021-09-26 00:00:00,"6. Sukkottage, Deportation der Freiburger Juden nach Gurs",Platz der Alten Synagoge
472.0,2021-10-03 00:00:00,Gott liebt Deutschland,Rathausplatz
473.0,2021-10-09 00:00:00,Vegane Ernährung,Rathausplatz
474.0,2021-09-23 00:00:00,Corona und die Impfung für Kinder,Augustinerplatz
475.0,2021-09-24 00:00:00,Gegen Impfung an der Schule,Vor der Montessori-Angell-Schule
476.0,2021-09-24 00:00:00,Bundestagswahlkampf mit Silent Disco,Eschholzpark
477.0,2021-10-02 00:00:00,Schutz der Innenstadt,Augustinerplatz
478.0,2021-09-24 00:00:00,Fahrradkorso zum Fahnenbergplatz (Klimastreik FFF),"Ecke Andreas-Hoferstraße/Terlanerstraße – Innsbruckerstraße –
 Vaubanallee – Merzhauserstraße – Baslerstraße – 
Kronenstraße – Werthmannstraße - Fahnenbergplatz"
479.0,2021-09-25 00:00:00,Wohnpolitik und faire Mietpreise,Eschholzpark
480.0,2021-10-02 00:00:00,"Demo gegen den brasilianischen Präsidenten und für Demokratie 
in Brasilien","Europaplatz - kaiser-Joseph-Straße - Bertoldstraße - 
Platz der Alten (Kundgebung)"
481.0,2021-10-22 00:00:00,"Gedenkfeier zum Jahrestag der Deportation der Freiburg Jüdinnen und 
Juden nach Gurs","Synagogenbrunnen, Platz der Alten Synagoge"
482.0,2021-09-24 00:00:00,Sternfahrt im Rahmen des Klimastreiks,"Hansjakobstraße - Schwarzwaldstraße - Schwendistraße - 
Runzstraße - Fabrikstraße - Kartäuserstraße - Wallstraße -
 Holzmarkt - Rempartstraße - Rotteckring - Fahnenbergplatz"
483.0,2021-09-28 00:00:00,Jeder Mensch hat ein Recht auf Leben,Platz der Alten Synagoge
484.0,2021-09-25 00:00:00,Vernunft und Freiheit oder Angst und Kontrolle: Ihr habt die Wahl!,Vorplatz vom RiS
485.0,2021-10-23 00:00:00,Vegane Ernährung,Ecke kaiser-Joseph-Straße/Engelstraße
486.0,2021-09-24 00:00:00,Globaler Klimastreik – Bundestagswahl ist Klimawahl – Alle für’s Klima,Friedrichstraße – Friedrichring – Leopoldring – Schlossbergring – Greiffeneggring – Dreisamstraße – Schreiberstraße – Werthmannstraße – Rotteckring – Friedrichstraße.
487.0,2021-09-28 00:00:00,Einweihung der neuen liberalen Synagoge,PdAS
488.0,2021-09-28 00:00:00,Autokorso,ab Suwonallee
489.0,2021-10-01 00:00:00,Abriss der Gartenanlage Lehener Wanner,RIS
490.0,2021-10-03 00:00:00,Klimatische,Schwarzwaldstraße
491.0,2021-10-01 00:00:00,zum Geburtstag von Mahatma Gandhi,PdAS
492.0,2021-10-01 00:00:00,Corona und die Impfung für Kinder,Rathausplatz
493.0,2021-10-03 00:00:00,jüdische Kulturtage,PdAS
494.0,2021-10-05 00:00:00,Autokorso,"Für Selbstbestimmung, Frieden und Freiheit !"
495.0,2021-10-08 00:00:00,Klimagerechigkeit,Fahrraddemo
496.0,2021-10-07 00:00:00,Späti,Lederleplatz
497.0,2021-10-06 00:00:00,Chemiegas gegen das kurdische Volk,PdAAS
498.0,2021-10-09 00:00:00,No Lager nowhere,"LEA, Müllheimerstraße bis Kajo"
499.0,2021-10-09 00:00:00,Attentat auf die Synagoge in Halle,PdAS
500.0,2021-10-10 00:00:00,Walderhalt Dietenbach,Maria-von-Rudloff-Platz mit Aufzug
501.0,2021-10-08 00:00:00,Corona und die Impfung für Kinder,Rathausplatz
502.0,2021-10-09 00:00:00,Ende aller Corona-Maßnahmen,Karlsplatz mit Aufzug über die Kajo zum Stadtgarten
503.0,2021-10-09 00:00:00,Jahrestag der erzwungenen Ausreise von A. Öcalan,Platz der Alten Synagoge  mit Aufzug
504.0,2021-10-12 00:00:00,Keine Impfpflicht für Kinder,Autokorso
505.0,2021-10-15 00:00:00,Corona und die Impfung für Kinder,Rathausplatz
506.0,2021-10-16 00:00:00,Moderne Sklaverei und Menschenhandel,Rathausplatz
507.0,2021-10-16 00:00:00,Walk for freedom,Eschholzpark
508.0,2021-10-16 00:00:00,Ende aller Corona-Maßnahmen,Karlsplatz mit Aufzug über die Kajo zum Karlsplatz
509.0,2021-10-16 00:00:00,Verfolgung Falun Dafa,Augustinerplatz
510.0,2021-10-15 00:00:00,Vorfälle in Berlin/Räumung Köpenicker Straße 137,Martinstor Kajo Richtung Norden ziehend
511.0,2021-10-19 00:00:00,"Gegen die 2G-Regel im Einzelhandel!
Allen steht eine Grundversorgung zu!",Autokorso
512.0,2021-10-23 00:00:00,Politische Lage in Chile,Platz der Alten Synagoge
513.0,2021-10-23 00:00:00,Wir fordern ein Ende aller Corona-Maßnahmen. Wir fordern eine freie Impfentscheidung und ein Ende der Impferpressung. Wir fordern eine breite Diskussion über die Corona-Politik und eine juristische Aufar-beitung der Corona-Politik.,Platz der Alten Synagoge – Bertoldstraße – Kaiser-Joseph-Straße – Gerberau – Augustinerplatz – Salzstraße – Kaiser-Joseph-Straße – Rathausgasse – Rathausplatz – Merianstraße – Schiffstraße – Kaiser-Joseph-Straße – Schusterstraße – Herrenstraße – Auf der Zinnen – Kaiser-Joseph-Straße – Europaplatz – Friedrichring – Fahnenbergplatz – Rotteckring – Platz der Alten Synagoge.
514.0,2021-10-23 00:00:00,Fast fashion und Auswirkungen unserer Konsumgesellschaft auf die Textilindustrie,Kaiser-Joseph-Straße Ecke Schiffstraße
515.0,2021-10-22 00:00:00,Wie schützen wir unsere Kindern und Alten vor Krankheit und Isolation?,Rathausplatz
516.0,2021-10-15 00:00:00,Vorfälle in Berlin/Räumung Köpenicker Straße 137,"Warenhaus Karstadt - Habsburgerstraße - Rennweg
 - Kaiserstuhlstraße - Hermann-Mitsch-Straße - Eselswinkel (Korso mit LKW)"
517.0,2021-06-18 00:00:00,religiöse Veranstaltung (Friedensgebet),Platz der Alten Synagoe
518.0,2021-05-28 00:00:00,Wahlveranstaltung,
519.0,2021-10-29 00:00:00,Investition der Deutschen Banke in Braunkohle und Rüstung,"vor der Deutschen Bank, Rotteckring"
