Nr.,Anzeigedat.,Art,Thema,"Wochen-
tag",Datum,Zeit,"Ort, Aufzugsweg",TN-Zahl
185,2022-05-12 00:00:00,K,BIAFRA Freiheit / HEIDEN Tag,2022-05-30 00:00:00,2022-05-30,???? - ????,Rheinpark Hochfeld,50+
186,2022-05-16 00:00:00,A (K),"KIDICAL MASS, Fahrrad-Demo mit und für Kinder und Jugendliche",2022-06-19 00:00:00,2022-06-19,15:00 - ????,"Markplatz Friemersheim Kronprinzenstraße, Walter-Rathenau-Platz, Walter-Rathenaustraße, Windmühlenstraße, Clarenbachstraße, Bachstraße, Kronprinzenstraße, Marktstraße, Bismarckstraße,  Geeststraße, Kronprinzenstraße, Victoriastraße, Kaiserstraße, Mehrgenerationen-Platz",50-100
187,2022-05-16 00:00:00,K,Wir sprechen über Jesus,2022-05-21 00:00:00,2022-05-21,14:00 - 16:00,Duisburg HBf Hauptseite,3-4
188,2022-05-18 00:00:00,K,Stoppt die imperialistischen Kriege- sofort- weltweit!!,2022-05-23 00:00:00,2022-05-23,17:30 - 19:00,"Düsseldorfer Straße Höhe Galeria Kaufhof, Santander Bank
Averdunkplatz",30-50
189,2022-05-19 00:00:00,A (K),Rechte von LGBTI+,2022-05-24 00:00:00,2022-05-24,15:00 - 16:00,"König Heinrich Platz, bei den schwebenden Gärten",10-20
190,"23.05.2022
24.05.2022",A (K),Vernichtungskrieg der Türkei gegen Kurden im Irak und Syrien / Angrief der Türkischearme in südKurdistan,2022-05-31 00:00:00,2022-05-31,11:00 - 18:00,"Hbf Duisburg,Friedrich Wilhelmstr,Steinischgasse,Poststr,Schwanenstr,Ruhrorter str,Hafen str,Berguisstr,Fabrik str,(ein stunde Pause Vor dem Kaufland)Friedrich ebert str,Laar,Beck Und Bruckhausen, Bis Kaiser wilhelm sta.260, Kurdische Verin.",ca. 50
191,2022-05-23 00:00:00,K,Gegen Zwangsräumung und Verdrängung,2022-05-25 00:00:00,2022-05-25,18:00 - 21:00,Vorplatz der Pauluskirche in 47053 Duisburg ,50-80
192,2022-04-19 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-05-30 00:00:00,2022-05-30,17:50 - 21:30,Alter Markt (AK) - Burgplatz - Poststraße - Steinsche Gasse - Kuhstraße - Kuhtor - Königstraße - Königstraße/Düsseldorfer Straße am Lifesaver-Brunnen (1. ZK) - Königstraße/ Höhe Forum im Bereich der Schwebenden Gärten (2. ZK) – Landfermannstraße – Neckarstraße – Fuldastraße – Jun-kernstraße – Kuhlenwall – Gutenbergstraße – Poststraße – Alter Markt (AK),80
193,2022-05-24 00:00:00,K,Wir sprechen über Jesus,2022-05-28 00:00:00,2022-05-28,14:00 - 16:00,Duisburg HBf Hauptseite,3+
194,2022-05-25 00:00:00,A (K),Kundgebung im Rahmen der Tarifrunde 2022 in der Eisen- und Stahlindustrie,2022-05-31 00:00:00,2022-05-31,21:00 - 23:00,"Fackel-Spaziergang beginnend unterhalb von Tiger & Turtle über Fußweg hinauf zu Tiger & Turtle. Ehinger Straße 117, 47249 Duisburg",100
195,2022-05-25 00:00:00,K,Kundgebung im Rahmen der Tarifrunde 2022 in der Eisen- und Stahlindustrie,2022-06-02 00:00:00,2022-06-02,08:00 - 11:00,Hüttenwerke HKM Tor 3,1500
196,2022-05-25 00:00:00,K,Kundgebung im Rahmen der Tarifrunde 2022 in der Eisen- und Stahlindustrie,2022-06-09 00:00:00,2022-06-09,10:00 - 12:00,"thyssenkrupp Steel Europe AG, Werke Hamborn/ Beeckerwerth, Tor 1 Kaiser-Wilhelm-Strasse 100. 47166 Duisburg",5000
197,2022-05-31 00:00:00,K,Angriff Turkische jets gegen Nord Syrien und Kurden - Gegen krieg und für frieden,2022-06-01 00:00:00,2022-06-01,16:30 - 18:00,König-Heinrich-Platz,5-7
198,2022-05-30 00:00:00,K,Tierrechte Veganismus,2022-06-04 00:00:00,2022-06-04,15:00 - 18:00,"Königstraße 48, vor dem Forum Duisburg",10-25
199,2022-05-30 00:00:00,K,Tierrechte Veganismus,2022-06-25 00:00:00,2022-06-25,15:00 - 18:00,"Königstraße 48, vor dem Forum Duisburg",10-25
200,2022-06-01 00:00:00,M,"Mahnwache für geplante Baumfällungen auf der Wedauer Straße in Bezug auf eine
Straßensanierung ",2022-06-10 00:00:00,2022-06-10,16:30 - 18:00,"47279 Wedau, Kreisverkehr Wedauer Straße 322-392",50-100
201,2022-06-14 00:00:00,K,"Die Krise der Tafel und die Verelendung
Armutsentwicklung in Deutschland",2022-06-20 00:00:00,2022-06-20,17:30 - 19:30,"Lifesaver Brunnen, Duisburg Königstraße",30-40
202,2022-06-02 00:00:00,K,"Berufskranke im Bergbau, Info Tisch zur Werbung für die Montagsdemo ab 16.00 Uhr ab 17.30 Uhr Teilnahme an der Montagsdemo. Thema: Stoppt die Militarisierung und den imperi-alistischen Krieg",2022-07-04 00:00:00,2022-07-04,16:00 - 18:30,"Lifesaver Brunnen, Duisburg Königstraße",30-40
203,2022-06-02 00:00:00,K,Kundgebung zu aktuellen Entwicklungen,2022-07-18 00:00:00,2022-07-18,17:30 - 19:30,"Lifesaver Brunnen, Duisburg Königstraße",30-40
204,2022-06-02 00:00:00,K, Vorbereitung Sommerfest und 740. Geburtstag MoDe,2022-08-01 00:00:00,2022-08-01,17:30 - 19:30,"Lifesaver Brunnen, Duisburg Königstraße",30-40
205,2022-06-02 00:00:00,K,750. Jubiläum der Montagsdemo 18 Jahre- 750 x Kundgebung,2022-08-06 00:00:00,2022-08-06,17:30 - 19:30,"Lifesaver Brunnen, Duisburg Königstraße",30-40
206,2022-06-02 00:00:00,A,Gegen Krieg und Aufrüstung,2022-06-04 00:00:00,2022-06-04,13:00 - 16:00,"Von-der-Mark-Straße, 47137 Duisburg Meiderich, etwa auf Höhe der Hausnummer 48",5-10
207,2022-06-02 00:00:00,A (K),"Gegen die systematische Unterdruckung und Ausbeutung der Menschen
durch die Regierung. Gegen die Verstofle gegen das Menschenrecht
und das Grundgesetz.",2022-06-06 00:00:00,2022-06-06,18:00 - 21:30,Alter Markt (Auftaktkundgebung) - Burgpl. -Poststr. - Steinsche Gasse - Kuhstr. - Kuhtor -Konigstr. - Konigstr./Dusseldorfer Str. am Lifesaver - Brunnen (1.ZwischenKg.) - K6nigstr./H6he Forum Bereich Schwebenden Garten (2. Zw.Kg) - K6nigstr. - Mercatorstr. - Bereich vor Medienhaus (3.Zw.Kg) - Bahnhofvorplatz (4.Zw.Kg) - Friedrich-Wilhelm-Str. - Friedrich-Wilhelm-PI. - Steinsche Gasse - Poststr. - Alter Markt (AbschlussKg.),ca. 80
208,2022-06-02 00:00:00,K,Streikveranstaltung Handel (Ikea Duisburg),2022-06-17 00:00:00,2022-06-17,08:00 - 12:00,vor dem Parkplatz Ikea,30
209,2022-06-04 00:00:00,K,"Aktionstag ""Keine 100 Milliarden für die Bundeswehr""",2022-06-11 00:00:00,2022-06-11,13:00 - 16:00,"Portsmouthplatz, 47051 Duisburg",ca. 30
210,2022-06-07 00:00:00,M,"2. Offenlage des Bauprojektes ""Rahmerbuschfeöld""",2022-06-13 00:00:00,2022-06-13,13:30 - 15:00,Mercatorhalle Eingang zur Straße (Theater) an der Grünen Wiese,20-30
211,2022-06-07 00:00:00,K,Schutz der Platanen auf der Wedauer Straße!,2022-06-13 00:00:00,2022-06-13,13:00 - 17:00,"König-Heinrich-Platz, ""Schwebende Gärten""",50
212,2022-06-07 00:00:00,M,Freilassung von Julian Assange,2022-06-10 00:00:00,2022-06-10,16:30 - 18:00,"Altstadtpark, Garten der Erinnerung/ Innenhafen Höhe Ludwig Forum, 47051 Duisburg",10
213,2022-06-02 00:00:00,A (K),"Gegen die systematische Unterdruckung und Ausbeutung der Menschen
durch die Regierung. Gegen die Verstofle gegen das Menschenrecht
und das Grundgesetz.",2022-06-13 00:00:00,2022-06-13,18:00 - 21:30,Alter Markt (Auftaktkundgebung) - Burgpl. -Poststr. - Steinsche Gasse - Kuhstr. - Kuhtor -Konigstr. - Konigstr./Dusseldorfer Str. am Lifesaver - Brunnen (1.ZwischenKg.) - K6nigstr./H6he Forum Bereich Schwebenden Garten (2. Zw.Kg) - K6nigstr. - Mercatorstr. - Bereich vor Medienhaus (3.Zw.Kg) - Bahnhofvorplatz (4.Zw.Kg) - Friedrich-Wilhelm-Str. - Friedrich-Wilhelm-PI. - Steinsche Gasse - Poststr. - Alter Markt (AbschlussKg.),ca. 80
214,2022-06-08 00:00:00,K,Kundgebung im Rahmen der Tarifrunde 2022 in der Eisen- und Stahlindustrie,2022-06-13 00:00:00,2022-06-13,13:00 - 15:00,Tor 9 des thyssenkrupp Steel Europe AG/ Werk Hüt-tenheim auf der Mannesmannstraße 101 in 47259,1.000
215,2022-06-08 00:00:00,K,Kundgebung im Rahmen der Tarifrunde 2022 in der Eisen- und Stahlindustrie,2022-06-13 00:00:00,2022-06-13,12:00 - 14:00,bei der ArcelorMittal Hochfeld GmbH auf der Vohwinkelstraße in 47137 Duisburg,200
216,2022-06-08 00:00:00,K,Kundgebung im Rahmen der Tarifrunde 2022 in der Eisen- und Stahlindustrie,2022-06-13 00:00:00,2022-06-13,12:00 - 14:00,"an den Toren 1, 3, 4, 5, 6 und 7 der thyssenkrupp Steel Europe AG in 47166 bzw. 47139 Duisburg",800-1.000
217,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-06-20 00:00:00,2022-06-20,18:00 - max. 22:00,"Alter Markt (kurze Auftaktkundgebung) – Burgplatz – Poststraße –
Steinsche Gasse – Friedrich-Wilhelm-Platz (1. Zwischenkundgebung) –
Friedrich-Wilhelm-Straße – Wallstraße – Dellplatz (2. Zwischenkundgebung)
– Dellstraße – Krummmacherstraße – Kremerstraße – Bleichstraße
– Musfeldstraße – Musfeldplatz (3. Zwischenkundgebung) – Herrstraße
– Siechenhausstraße – Wanheimer Straße – Brückenplatz (4.
Zwischenkundgebung) – Heerstraße – Steinsche Gasse – Poststraße –
Alter Markt (kurze Abschlusskundgebung).",120
218,2022-06-13 00:00:00,K,Kunst und Musik verbindet - Gegen Hass und Gewalt für Frieden und Nächstenliebe,2022-06-18 00:00:00,2022-06-18,11:00 - 17:00,"Duisburg-Marxloh, August-Bebel-Platz",20
219,2022-06-18 00:00:00,K,Stop G7! Kein Fussbreit den Kriegstreibern,2022-06-21 00:00:00,2022-06-21,17:00-18:00,Königstraße gegenüber Forum,50
220,2022-06-20 00:00:00,K,"Weltfrauenkonferenz der Basisfrauen in Tunis, Tunesien vom 03. bis 10. September 2022",2022-07-07 00:00:00,2022-07-07,18:00 - 20.30,Stadtmitte vor dem Forum,50
221,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-06-27 00:00:00,2022-06-27,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
222,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-06-28 00:00:00,2022-06-28,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
223,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-06-29 00:00:00,2022-06-29,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
224,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-06-30 00:00:00,2022-06-30,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
225,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-01 00:00:00,2022-07-01,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
226,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-02 00:00:00,2022-07-02,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
227,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-03 00:00:00,2022-07-03,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
228,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-04 00:00:00,2022-07-04,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
229,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-05 00:00:00,2022-07-05,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
230,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-06 00:00:00,2022-07-06,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
231,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-07 00:00:00,2022-07-07,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
232,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-08 00:00:00,2022-07-08,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
233,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-09 00:00:00,2022-07-09,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
234,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-10 00:00:00,2022-07-10,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
235,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-11 00:00:00,2022-07-11,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
236,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-12 00:00:00,2022-07-12,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
237,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-13 00:00:00,2022-07-13,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
238,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-14 00:00:00,2022-07-14,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
239,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-15 00:00:00,2022-07-15,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
240,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-16 00:00:00,2022-07-16,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
241,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-17 00:00:00,2022-07-17,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
242,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-18 00:00:00,2022-07-18,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
243,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-19 00:00:00,2022-07-19,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
244,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-20 00:00:00,2022-07-20,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
245,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-21 00:00:00,2022-07-21,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
246,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-22 00:00:00,2022-07-22,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
247,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-23 00:00:00,2022-07-23,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
248,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-24 00:00:00,2022-07-24,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
249,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-25 00:00:00,2022-07-25,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
250,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-26 00:00:00,2022-07-26,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
251,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-27 00:00:00,2022-07-27,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
252,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-28 00:00:00,2022-07-28,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
253,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-29 00:00:00,2022-07-29,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
254,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-30 00:00:00,2022-07-30,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
255,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-07-31 00:00:00,2022-07-31,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
256,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-08-01 00:00:00,2022-08-01,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
257,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-08-02 00:00:00,2022-08-02,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
258,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-08-03 00:00:00,2022-08-03,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
259,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-08-04 00:00:00,2022-08-04,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
260,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-08-05 00:00:00,2022-08-05,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
261,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-08-06 00:00:00,2022-08-06,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
262,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-08-07 00:00:00,2022-08-07,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
263,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-08-08 00:00:00,2022-08-08,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
264,2022-06-19 00:00:00,K,Operation Freiheit für die Delfine im Duisburger Zoo 2022,2022-08-09 00:00:00,2022-08-09,11:00 - 15:00 ,"Duisburger Zoo, Haupteingang, Mülheimer Straße 273, 47058 Duisburg",10
265,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-06-27 00:00:00,2022-06-27,18:00 - 21:30,Alter Markt (Auftaktkundgebung) - Burgpl. -Poststr. - Steinsche Gasse - Kuhstr. - Kuhtor  (1.ZwischenKg.) - Konigstr. - Konigstr./Dusseldorfer Str. am Lifesaver - Brunnen (2.ZwischenKg.) - K6nigstr./H6he Forum Bereich Schwebenden Garten (3. Zw.Kg) - K6nigstr. - Mercatorstr. -  Bahnhofvorplatz (3.Zw.Kg) - Friedrich-Wilhelm-Str. - Friedrich-Wilhelm-PI. - Steinsche Gasse - Poststr. - Alter Markt (AbschlussKg.),mx. 120
266,2022-06-27 00:00:00,K,"Hoffnung durch Glaube, Gegen Hass und Gewalt für Freiden und Nächstenliebe",2022-07-15 00:00:00,2022-07-15,14:00 - 19:00,"Ort: Duisburg Marxloh, Platz: August-Bebel-Platz",ca. 10
267,2022-06-27 00:00:00,K,"Hoffnung durch Glaube, Gegen Hass und Gewalt für Freiden und Nächstenliebe",2022-07-16 00:00:00,2022-07-16,11:00 - 17:00,"Ort: Duisburg Marxloh, Platz: August-Bebel-Platz",ca. 10
268,2022-06-27 00:00:00,A (K),gegen LGBTI+ Diskriminierung,2022-07-07 00:00:00,2022-07-07,17:00 - 20:00,Portsmouthplatz - Mercatorstraße - Friedrich-Wilhelm-Straße - Friedrich-Wilhelm-Platz - Steinischen Gasse - Poststraße - Gutenbergstraße - Köhnenstraße -  Friedrich-Albert-Lange Platz - Opernplatz (AbschlussKg.),50-150
269,2022-06-28 00:00:00,K,Tierrechte Veganismus,2022-07-01 00:00:00,2022-07-01,17:00 - 20:00,Königsstraße 48 (vor dem Forum),10-25
270,2022-06-28 00:00:00,K,Tierrechte Veganismus,2022-07-08 00:00:00,2022-07-08,17:00 - 20:00,Königsstraße 48 (vor dem Forum),10-25
271,2022-06-28 00:00:00,K,Tierrechte Veganismus,2022-07-30 00:00:00,2022-07-30,14:00 - 17:00 ,Königstraße / Düsseldorfer Straße (Life Saver Brunnen) ,10-25
272,2022-06-28 00:00:00,A (K),"Konferenz zum Leben mit HIV - Positive Begegnungen. 
Demonstration zur Entsigmatisierung von Menschen mit HIV.
Unter dem Motto ""Sichtbar, Streitbar, Stark“ zeigt die Community Gesicht.",2022-07-09 00:00:00,2022-07-09,16:00 - 18:00,Mercatorhalle - König Heinrich Platz - Königstraße - Am Burgacker - Königstraße - Mercartorhalle -  König Heinrich Platz (AbschlussKg.),150-200
273,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-07-04 00:00:00,2022-07-04,18:00 - 21:30,Alter Markt (Auftaktkundgebung) - Burgpl. -Poststr. - Steinsche Gasse - Kuhstr. - Kuhtor  (1.ZwischenKg.) - Konigstr. - Konigstr./Dusseldorfer Str. am Lifesaver - Brunnen (2.ZwischenKg.) - K6nigstr./H6he Forum Bereich Schwebenden Garten (3. Zw.Kg) - K6nigstr. - Mercatorstr. -  Bahnhofvorplatz (3.Zw.Kg) - Friedrich-Wilhelm-Str. - Friedrich-Wilhelm-PI. - Steinsche Gasse - Poststr. - Alter Markt (AbschlussKg.),max. 120
274,2022-06-29 00:00:00,K,Leave No One Behind,2022-06-30 00:00:00,2022-06-30,16:30 -17:30,Königstraße vor dem Forum / vor den Wiesen in der Duisburger Innenstadt.,10-15
275,2022-06-30 00:00:00,M,Mahnwache  UNTERSCHRIFT Sammlung   Aufhebung des PKK verbot und Freilassung politisch gefangenen und journalistisch,2022-07-02 00:00:00,2022-07-02,16:00 - 20:00,Königstraße Höhe Amtsgericht,7
276,2022-06-30 00:00:00,K,Sichere Abtreibungen für alle,2022-07-02 00:00:00,2022-07-02,14:00 - 16:30,Königstraße (vor dem Forum),10 - 15
277,2022-07-05 00:00:00,K,Frauenmorde stoppen,2022-08-05 00:00:00,2022-08-05,15:00 - 16:30,Averdunkplatz,10 - 15
278,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-07-11 00:00:00,2022-07-11,18:00 - 21:30,Alter Markt (Auftaktkundgebung) - Burgpl. -Poststr. - Steinsche Gasse - Kuhstr. - Kuhtor  (1.ZwischenKg.) - Konigstr. - Konigstr./Dusseldorfer Str. am Lifesaver - Brunnen (2.ZwischenKg.) - K6nigstr./H6he Forum Bereich Schwebenden Garten (3. Zw.Kg) - K6nigstr. - Mercatorstr. -  Bahnhofvorplatz (3.Zw.Kg) - Friedrich-Wilhelm-Str. - Friedrich-Wilhelm-PI. - Steinsche Gasse - Poststr. - Alter Markt (AbschlussKg.),max. 120
279,2022-07-07 00:00:00,K,Internationaler Tag gegen Menschenhandel,2022-07-30 00:00:00,2022-07-30,11:00 - 13:00,Live Saver,max. 30
280,2022-07-07 00:00:00,K,Solidarität mit den Frauen in Kurdistan,2022-07-14 00:00:00,2022-07-14,16:00 - 17:30,Königstraße vor dem Forum / vor den Wiesen in der Duisburger Innenstadt.,10-15
281,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-07-18 00:00:00,2022-07-18,18:00 - 21:30,Alter Markt (Auftaktkundgebung) - Burgplatz - Poststraße - Steinsche Gasse - Kuhstraße (1. ZwischenKg.) - Kuhtor – Kuhlenwall – Köhnenstraße – Landgerichtstraße - Königstraße - Königstraße / Höhe Forum im Bereich der Schwebenden Gärten (2. ZwischenKg.) – Königstraße – Mercatorstraße – Bahnhofvorplatz (3. ZwischenKg.) – Friedrich-Wilhelm-Straße – Friedrich-Wilhelm-Platz – Steinsche Gasse – Poststraße – Alter Markt (AbschlussKg.),max. 120
282,2022-06-02 00:00:00,A (K),Freie Impfentscheidung. Freies Leben ohne Maßnahmen. Für Normalität unserer Kinder,2022-07-25 00:00:00,2022-07-25,18:00 - 21:30,Alter Markt (Auftaktkundgebung) - Burgpl. -Poststr. - Steinsche Gasse - Kuhstr. - Kuhtor  (1.ZwischenKg.) - Königstr. - Königstr./Dusseldorfer Str. am Lifesaver - Brunnen (2.ZwischenKg.) - Königstr./Höhe Forum Bereich Schwebenden Garten (3. Zw.Kg) - Königstr. - Mercatorstr. -  Bahnhofvorplatz (4.Zw.Kg) - Friedrich-Wilhelm-Str. - Friedrich-Wilhelm-PI. - Steinsche Gasse - Poststr. - Alter Markt (AbschlussKg.),ca. 80
