Datum,Unnamed: 1,erwartete TN-Zahl,Thema
2023-09-24 00:00:00,Neptunplatz bis Hansaring/Erftstraße,400,Kidical Mass - Zubringer Ehrenfeld
2023-09-24 00:00:00,Bahnhof Mülheim,50,Zubringer Kidical Mass
2023-09-24 00:00:00,"Rheinenergie-Stadion
Rudolfplatz",50,Zubringer Kidical Mass
2023-09-24 00:00:00,Wilhelmplatz               Roeckerathplatz,250,Kidical Mass - Zubringer Nippes
2023-09-24 00:00:00,Nikolauskirchplatz bis Rudolfplatz,100,Kidical Mass - Zubringer Sülz
2023-09-24 00:00:00,Chlodwigplatz bis Rudolfplatz,200,Kidical Mass - Zubringer Südstadt
2023-09-24 00:00:00,Bertha-Sander-Straße bis Neptunplatz,100,Kidical Mass - Zubringer Ossendorf/Rochusplatz
2023-09-24 00:00:00,"Sportpark Höhenberg, Kalk Kapelle, Kirchplatz St. Heribert",350,"Kidical Mass - Zubringer Höhenberg, Kalk, Deutz"
2023-09-25 00:00:00,"Venloer Straße 429, 50825 Köln",20,Kein Platz für friedensbewegte Querdenker*innen und Verschwörungserzähler*innen
2023-09-26 00:00:00,Schildergasse (H&M),12,Warum Daunen Tierquälerei sind
2023-09-26 00:00:00,Teichrohrsängerweg,20,Stadtwerke raus aus Zukunft - Gas Lobby
2023-09-27 00:00:00,Obenmarspforten 40,10,Öffentlich rechtlichen Rundfunk & freie Presse stärken und erhalten! Kein Platz für Fakenews und Manipulation!
2023-09-27 00:00:00,Mailänder Passage,8,Demo gegen Christenverfolgung
2023-09-28 00:00:00,Wiener Platz,200,Schwangerschaftsabbruch - keine Strafe für Selbstbestimmung
2023-09-28 00:00:00,"50667 Köln, Vor den WDR
Arkaden, Breite Str.",20,"Wir wollen den ""Runden Tisch"" mit dem WDR"
2023-09-29 00:00:00,Breslauer Platz,30,Menschenrechte im Sistan
2023-09-30 00:00:00,"Roncalliplatz
Alter Markt",50,Forderung Forschung und Aufklärung ME/CFS
2023-09-30 00:00:00,Bezirksrathaus Kalk,10,Butter statt Kanonen
2023-09-30 00:00:00,Roncalliplatz,100,Gedenken an die afghanische Gruppe Kaj
2023-09-30 00:00:00,Schildergasse/Zeppelinstraße,8,Die Liebe und die Freiheit
2023-09-30 00:00:00,Hohenstaufenring 28,10,Gegen die reine sTallhaltung von Milchkühen
2023-10-03 00:00:00,Weidenpescher Straße bis Theodor-Heuss-Ring ,300,Jesus Christus für Deutschland
2023-10-04 00:00:00,Bahnhofsvorplatz,30,Stimmen der Solidarität Mahnwache Köln e.V.
2023-10-05 00:00:00,Breite Str. 28,13,Öffentlich rechtlichen Rundfunk & freie Presse stärken und erhalten! Kein Platz für Fakenews und Manipulation!
2023-10-05 00:00:00,Breite Straße/Mörsergasse,20,Wir wollen den runden Tisch mit dem ÖFR
2023-10-06 00:00:00,"Deutzer Brücke, Ri. Stadteinwärtss, höchster Punkt",15,GEAS Reform der EU
2023-10-06 00:00:00,Brüsseler Platz,50,"Gegen Krach, Lärm und sinnlosen Bierkonsum"
2023-10-07 00:00:00,"Bierbrunnen / Kreuzung
Schildergasse-Gürzenichstr",25,Coming-out-Tag 2023
2023-10-07 00:00:00,Bahnhofsvorplatz,10,Für das friedliche Miteinander aller Religionen
2023-10-07 00:00:00,Roncalliplatz bis Kurt-Hackenberg-Platz,150,Weltag gegen Hinrichtung
2023-10-07 00:00:00,Breslauer Platz ,40,Menschenrechte im Iran
2023-10-07 00:00:00,Domplatte Römerbogen,7,Wir sprechen über Jesus 
2023-10-09 00:00:00,Domplatte Römerbogen,20,Verurteilung der Angriffe auf die Selbstverwaltung in Nord und Ost-Syrien
2023-10-10 00:00:00,Wiener Platz,200,Tag der Obdachlosen
2023-10-10 00:00:00,Heumarkt,60,Tag gegen die Todesstrafe
2023-10-10 00:00:00,Neumarkt,250,"Freiheit für Abdullah Öcalan, Frieden in Kurdistan! Ende der Isolationshaft, Pressemitteilung"
2023-10-10 00:00:00,Albertus Magnus Platz,10,Nieder mit dem Krieg! Solidarität mit den Kommunistinnen und Kommunisten in Russland und der Ukraine
2023-10-10 00:00:00,An der Sparkasse,6,Die AfD ist keine Alternative
2023-10-11 00:00:00,Stadtteilbibliothek Kalk,20,Internationaler Mädchentag
2023-10-11 00:00:00,Heumarkt,200,Verkehrsministerkonferenz
2023-10-11 00:00:00,"Heumarkt 20, vor dem Maritim",15,Herr Wissing: 49 € - Ticket weiter finanzieren!
2023-10-11 00:00:00,Luxemburger Straße 101,,Die willkürlichen repressionen gegen Ilker Sahin sollen aufhören
2023-10-11 00:00:00,"Rochusstraße, JVA Ossendorf",,"Freiheit für Ihsan Cibelik, Serkan Küpeli und Özgü Emre"
2023-10-11 00:00:00,Domplatte (Römerbogen),40,Gegen die unrechtmäßige Verurteilung des gewählten Volksvertreters Can Atalay in der Türkei  
2023-10-12 00:00:00,"Deutzer Werft
Heumarkt",500,"Sozialbetrug beenden, Uber stoppen, Mindestpreise jetzt!"
2023-10-12 00:00:00,Bahnhofsvorplatz,50,Globaler Aktionstag gegen Neokolonialismus
2023-10-12 00:00:00,Breite Straße/Auf der Ruhr,20,Wir wollen den runden Tisch mit dem ÖFR
2023-10-12 00:00:00,Amsterdamer Straße 192,250,Schließung DuMont Druckerei
2023-10-12 00:00:00,Heumarkt ggü. Maritimhotel,20,Erhalt des 49 €-Ticket
2023-10-13 00:00:00,Neusser Landstraße 2,4,Unterstützung der Ukraine
2023-10-13 00:00:00,Neusser Landstraße 2,4,Krieg in der Ukraine
2023-10-13 00:00:00,Rosenzweigpark Zollstock bis Johanniterhaus Zollstock,30,Kultur ist Menschenrecht - erst recht im Alter
2023-10-13 00:00:00,"Leverkusen, Friedrich-Ebert-Platz",150,Solidarität mit Israel
2023-10-13 00:00:00,"Victoriastr. 26
",60,Verdi Tarifrunde Groß- und Außenhandel
2023-10-14 00:00:00,Londoner Platz,15,Gegen Christenverfolgung - Evangelisation
2023-10-14 00:00:00,Krebsgasse/Schildergasse,8,Die Liebe und die Freiheit
2023-10-14 00:00:00,Theodor-Heuss-Park bis Roncalliplatz,80,Demo gegen die unrechtmäßige Verurteilung des gewählten Volksvertreters Can Atalay in der Türkei  
2023-10-14 00:00:00,Heumarkt,20,Palästina unter Besatzung
2023-10-14 00:00:00,Breslauer Platz,100,Freiheit für Warisha Moradi
2023-10-14 00:00:00,Domplatte,4,Wir sprechen über Jesus 
2023-10-14 00:00:00,Heumarkt (vor XII Aposteln),100,Aufstehen gegen Israelhass und Antisemitismus
2023-10-14 00:00:00,Kalk Post,20,100 Jahre Hamburger Aufstand - Macht Schluss mit dem Krieg
2023-10-15 00:00:00,Roncalliplatz,800,Ein solidarischer Auftritt zum Gedenken an die Opfer der Hochzeitsfeuerkatastrophe in Bagdida im Irak
2023-10-15 00:00:00,Roncalliplatz,300,Versammlung zum Anzünden von Kerzen für die Opfer des Erdbebens in Afghanistan
2023-10-16 00:00:00,"Leverkusen, Friedrich-Ebert-Platz",50,Mahnwache aus Solidarität zum israelischen Volk anlässlich des palästinensischen Terrors
2023-10-16 00:00:00,Kuthstraße 2a,15,"Gegen die GEAS Reform, für ein besseres Asylsystem"
2023-10-17 00:00:00,Stollberger Straße 76-78,250,"Tarifrunde Groß- und Außenhandel NRW 2023, Rewe: Besuch der Streikenden Rewe Mitarbeiter vor der Rewe Zentrale (Geschäftsführung Rewe GH)"
2023-10-17 00:00:00,Kalk Post,40,"Kundgebung für nationale Selbstbestimmung, die Verständigung zwischen den Völkern und gegen imperialistische Kriege"
2023-10-18 00:00:00,Kalk Post,15,Haftbedingungen in Deutschland
2023-10-19 00:00:00,Albertus-Magnus-Platz bis Clausiusstraße,500,Novelle Hochschulgesetz
2023-10-20 00:00:00,Obenmarspforten 40,10,Öffentlich rechtlichen Rundfunk & freie Presse stärken und erhalten! Kein Platz für Fakenews und Manipulation!
2023-10-20 00:00:00,Theo-Burauen-Platz,50,Unhaltbare Zustände am 11.11. und u.a. an Karneval im Rathenauviertel
2023-10-20 00:00:00,"Leverkusen, Friedrich-Ebert-Platz",15,"Frieden für den Nahen Osten, Gegen die einseitige Positionierung der politischen Klassen und unserer Medien im Nahost-Konflikt!"
2023-10-20 00:00:00,Bahnhofsvorplatz,50,Solidarität mit den Zivilisten im Krieg
2023-10-20 00:00:00,Bahnhofsvorplatz unterhlab der Treppen,15,Klare Kante gegen jede Dämonisierung Isaraels 
2023-10-21 00:00:00,Roncalliplatz,40,Christliche Werte
2023-10-21 00:00:00,"Josef-Haubrich-Hof
Kaiser-Wilhelm-Ring",20,Gegen polizeiliche Videoüberwachung im öffentlichen Raum
2023-10-21 00:00:00,Roonstraße,50,Pop-Up-Bikelane zur Demonstration für mehr und sichere Fahrradwege in Köln
2023-10-21 00:00:00,Friesenplatz,40,"Protest gegen die Messe ""Wish for a baby 2023"""
2023-10-21 00:00:00,"Leverkusen, Fußgängerzone",15,Wo sind die Wurzeln unserer christlichen Grundwerte?
2023-10-21 00:00:00,Am Südpark bis Parkstraße,100,Reiche suchen ein Zuhause - Satirische Demo durch Marienburg
2023-10-21 00:00:00,Wallrafplatz,25,"Human Rights for Balochistan, Against Pakistani athrocites, Extra Judicial Abducted, Torture, Killing,Pakistani Security Forces extra judicialy abducted and disappeared, still in Pakistani Army Torture Cells"
2023-10-21 00:00:00,Rathaus Leverkusen bis Grünflächen Wacht am Rhein,,Friedensmarsch
2023-10-21 00:00:00,Heumarkt (Reiterdenkmal),100,Angriff auf ein christliches Krankenhaus in Gaza
2023-10-21 00:00:00,Domplatte (Domforum),20,Solidarität mit den Samstagsmüttern
2023-10-21 00:00:00,Domplatte BGH,4,Unterstützung der Ukraine
2023-10-21 00:00:00,Heumarkt,200,Palästina unter Besatzung
2023-10-21 00:00:00,"Venloer Straße 241, Platz vor 4711 Gebäude
",4,"Menschenrechte weltweit, Freilassung zu unrecht Inhaftierter fordern"
2023-10-21 00:00:00,Heumarkt,15,Mahnwache: Klare Kante gegen jede Dämonisierung Israels
2023-10-21 00:00:00,Wupperstraße 8 (Edeka-Filiale),10,"Gegen den Bau der geplanten Feuerwache im Landschaftsschutzgebiet ""Auf den Heunen"""
2023-10-22 00:00:00,Roncalliplatz,500,Solidarität für Palästina
2023-10-22 00:00:00,"Heumarkt
Chlodwigplatz",150,"Friedensdmo: Solidarität mit ALLEN Menschen, die vom Israel - Palästina Krieg betroffen sind (ohne Flaggen)"
2023-10-22 00:00:00,Roncalliplatz,15,Klare Kante gegen jede Dämonisierung Israels
2023-10-23 00:00:00,Domplatte Domforum,25,"Solidarität mit über 110 Millionen Menschen, die sich weltweit auf der Flucht befinden, eine demokratische Zivilgesellschaft und die Förderung der Vielfalt bürgerschaftlichen Engagements in Köln"
2023-10-24 00:00:00,Friedrich-Karl-Straße,1000,Schließung der DuMont Druckerei
2023-10-25 00:00:00,"Leverkusen, Wiesdorfer Platz",15,Die Arbeit der Afd-Fraktion im Landschaftsverband Rheinland
2023-10-26 00:00:00,"Leverkusen, Bismarckstraße",500,Genozid und Blockade von Bergkarabach - wen intererssiert das schon?
2023-10-26 00:00:00,Rathausplatz,5,Verkehrswende
2023-10-26 00:00:00,Neusser Landstraße 2,4,Unterstützung der Ukraine
2023-10-26 00:00:00,Alter Markt,20,"Klimaschutz: Präsentation des ""Klimafieber-Zeitstrahls"" im öffentlichen Raum"
2023-10-26 00:00:00,Theo-Burauen-Platz,12,Wohnraum für alle
2023-10-28 00:00:00,Neumarkt ,1500,"Völkerverständigung, Weltfrieden. Menschenrechte Anti-Gewalt"
2023-10-28 00:00:00,Bahnhofsvorplatz,25,Christliche Werte in Politik und Gesellschaft
2023-10-28 00:00:00,Kalk Post,15,"Teuerungen, Krieg und Krise"
2023-10-28 00:00:00,Batholomäus-Schink-Straße bis Geisselstraße,25,"Tag der Toten, traditioneller mexikanischen Totentag"
2023-10-28 00:00:00,Rudolfplatz ,50,Aufklärungsmarsch zum Thema Endometriose
2023-10-28 00:00:00,Kurt-Hackenberg-Platz,70,"Freude, Friede, Hoffnung, Liebe"
2023-10-28 00:00:00,Heumarkt,200,Palästina unter Besatzung
2023-10-28 00:00:00,Chlodwigplatz,8,IPPNW (Internationale Vereinigung der Ärzte zu Vermeidung des Atomkriegs): Atomare Gefahren des Ukrainekriegs - für Waffenstillstand
2023-10-29 00:00:00,Rheinufer (Militärringstraße) bis Parkplatz Märchenwald,3000,Fahren für das Leben - Mehr Rücksichtnahme und Weitblick im Straßenverkehr
2023-10-29 00:00:00,Kurt-Rossa-Platz,100,100. Jahrestag der Republik zum Völkermordmahnmal an der Hohenzollernbrücke
2023-10-29 00:00:00,Domplatte,50,100 Jahre Türkisch Republik
2023-10-29 00:00:00,Domplatte (BGH),4,Unterstützung der Ukraine
2023-10-30 00:00:00,Wiener Platz,50,"Nein zum Terrort der Hamas, Nein zum staatsterror der israelischen Regierung, Ja zur Solidarität mit dem Befreiungskampf des palästinensischen Volkes"
2023-10-31 00:00:00,Roncalliplatz,350,"Tarifauseinandersetzungen Einzelhandel und Groß- und Außenhandel NRW, Lohn und Gehalt"
2023-11-01 00:00:00,"Eigelstein-Torburg
Bahnhofsvorplatz
",30,Internationaler Welt-Kobane-Tag - Widerstand der Stadt Kobane gegen den islamischen Staat
2023-11-01 00:00:00,Heumarkt,200,Palästina unter Besatzung
2023-11-01 00:00:00,Heumarkt,15,Klare Kante gegen jede Damönisierung Isaraels
2023-11-02 00:00:00,Fußweg zum KKH Holweide,5,Erhalt des Krankenhauses Holweide und der Kinderklinik Amsterdamer Straße
2023-11-02 00:00:00,Breite Straße/Auf der Ruhr,20,Wir wollen den runden Tisch mit dem ÖFR
2023-11-02 00:00:00,Breite Straße 28,13,MAHNWACHE: Öffent. Rechtl. Rundfunk & freie Presse stärken & erhalten! Kein Platz für Fake News & Manipulation!
2023-11-03 00:00:00,Lindenbornstraße 15-19,150,"Fahrradschulbus, Anmahnen von sicherer Radinfrastruktur für Schüler*innen"
2023-11-03 00:00:00,Alter Markt,1500,Alterteilzeit im öffentlichen Dienst
2023-11-03 00:00:00,"Europaschule
",1200,Walk des Firedens
2023-11-03 00:00:00,Albertus-Magnus-Platz,50,Für bessere Fahrradwege
2023-11-03 00:00:00,"Leverkusen, Friedrich-Ebert-Platz",20,Femizid in Leverkusen
2023-11-03 00:00:00,"Amsterdamer Straße 192, DuMont Haus",200,Unterstüzung der Betreibsratsverhandlungen
2023-11-04 00:00:00,Kalk Post,30,GAG Mietenwahnsinn stoppen
2023-11-04 00:00:00,Roncalliplatz,100,Protest gegen Menschenrechtsverletzungen im Iran
2023-11-04 00:00:00,Domplatte (Domforum),20,"Tierrechte, Veganismus"
2023-11-04 00:00:00,??,30,Christliche Werte in Politik und Gesellschaft
2023-11-04 00:00:00,Wiener Platz,100,Freilassung kranker politischer Gefangener in der Türkei
2023-11-04 00:00:00,Heumarkt,200,Palästina unter Besatzung
2023-11-04 00:00:00,Wallrafplatz,20,Gedenken der Opfer in Palästina und Israel
2023-11-04 00:00:00,Bahnhofsvorplatz,30,Freiheit für Abdullah Öcalan
2023-11-04 00:00:00,Bahnhofsvorplatz,40,Unterstützung der politisch Gefangenen im Iran und Armita Geravand
2023-11-04 00:00:00,Rathenauplatz 35,25,Gegen das Gericht Foie Gras (Stopfleber)
2023-11-05 00:00:00,Bahnhofsvorplatz,100,"Freiheit für A. Öcalan, Frieden in Kurdistan! Ende der Isolationshaft."
2023-11-05 00:00:00,Roncalliplatz,100,Solidarität mit Israel
2023-11-06 00:00:00,Albertus-Magnus-Platz,10,Nieder mit dem Krieg! Solidarität mit den Kommunistinnen und Kommunisten in Russland und der Ukraine
2023-11-06 00:00:00,Alter Markt,150,Stoppt den WHO-Pandemievertrag! Aufarbei-tung der Corona-Maßnahmen! Raus aus der NATO! Frieden schaffen ohne Waffen! Be-zahlbare Lebensmittel- und Energiekosten! Stoppt die Heizungsideologie!
2023-11-06 00:00:00,Kalk Kapelle,5,Sexuelle Belästigung von Frauen
2023-11-07 00:00:00,Luxemburger Straße 101,10,"Klimaschutz: Präsentation des ""Klimafieber-Zeitstrahls"""
2023-11-07 00:00:00,Gottesweg,10,Gegen Militarismus und Krieg
2023-11-07 00:00:00,Am Justizzentrum,30,Solidarität mit Klimaaktivist*innen
2023-11-08 00:00:00,"Roncalliplatz, Offenbachplatz, Synagoge",500,"Ökumenischer Schweigegang. 
Motto ""Wir trauern um die Opfer des Terrors gegen Israel. Wir stehen an der seite unserer jüdischen Mitbürger*innen!"""
2023-11-08 00:00:00,Roncalliplatz,200,Köln bleib(t) sozial! Kostendeckende Finanzierung der Kölner Wohlfahrtsverbände
2023-11-08 00:00:00,Theo-Burauen-Platz,100,Köln bleib(t) sozial! Kostendeckende Finanzierung der Kölner Wohlfahrtsverbände
2023-11-08 00:00:00,Bahnhofsvorplatz,30,Menschen in politischer Haft in der Türkei und im Iran
2023-11-08 00:00:00,"Kerpener Straße 62, Uniklinik
und
Albertus-Magnus-Platz",400,Streikdemonstration Tarifrunde der Länder Uniklinik Köln
2023-11-08 00:00:00,Tanzbrunnen,4,Unterstützung der Ukraine
2023-11-08 00:00:00,Domplatte,4,Unterstützung der Ukraine
2023-11-09 00:00:00,Fischmarkt,100,Zum Gedenken an Robert Blum
2023-11-09 00:00:00,"•	Auestraße 12
•	Bebelstraße 56
•	Bürgerbuschweg 16
•	Feldstraße 15
•	Friedenberger Straße 12
•	Gezelinallee 65
•	Hauptstraße 72
•	Hauptstraße 94
•	Hüscheider Straße 12
•	Kanalstraße 74
•	Kölner Straße
•	Kölner Straße 15
•	Kölner Straße 22
•	Kölner Straße 54
•	Lützenkirchener Straße 16
•	Lützenkirchener Straße 46
•	Rheinstraße 48
•	Schießbergstraße 92
•	Walter-Flex-Straße 6
•	Wiesenstraße 65
•	Am Scherfenbrand 16",63,Gedenkveranstaltung zur Reichsprogromnacht
2023-11-09 00:00:00,Roonstraße,,Aktuelle gesellschaftspolitische Themen
2023-11-09 00:00:00,Kalk Post,40,Aktion zur Reichsprogromnacht
2023-11-09 00:00:00,Breite Straße/Auf der Ruhr,20,Wir wollen den runden Tisch mit dem ÖFR
2023-11-09 00:00:00,Neusser Landstraße 501 (Chempark Leverkusen),800,Kundgebung zum Brückenstrompreis
2023-11-10 00:00:00,Körner Straße (vor dem Bunker) und Edelweißpiraten-Denkmal,200,Mahn- und Gedenkveranstaltung Edelweißpiraten
2023-11-10 00:00:00,Bonner Straße 98,100,"Ken Saro-Wiwa Memorial anlässlich des 28. Jahrestages der Hinrichtung von 9 nigerianischen Umweltaktivisten, die gegen den Ökozid Shells im Nigerdelta organisierten"
2023-11-10 00:00:00,Amsterdamer Straße 192,200,Verhandlungen DuMont Druck Köln
2023-11-11 00:00:00,Domplatte BGH,15,Demo gegen Christenverfolgung
2023-11-12 00:00:00,Bahnhofsvorplatz,150,Wir wollen keinen Krieg in Karabach
2023-11-12 00:00:00,"Bahnhofsvorlatz
Breslauer Platz",150,Für den Frieden in Gaza
2023-11-12 00:00:00,Bahnhofsvorplatz,15,Klare Kante gegen jede Dämonisierung Israels
2023-11-13 00:00:00,Theo-Burauen-Platz,100,Kölner Schaustellern wird die Lebensgrundlage genommen
2023-11-16 00:00:00,Obenmarspforten 40,10,Öffentlich rechtlichen Rundfunk & freie Presse stärken und erhalten! Kein Platz für Fakenews und Manipulation!
2023-11-16 00:00:00,Theo-Burauen-Platz,12,Schafft endlich die Obdachlosigkeit ab
2023-11-16 00:00:00,Ottoplatz,150,Demonstration im Rahmen der Tarifrund für die Länder (TV-L)
2023-11-17 00:00:00,Bahnhofsvorplatz,150,Jahrestag der Ermordung des neunjährigen Kindes Kian Pirfalk im Iran
2023-11-18 00:00:00,Hiroshima Nagasaki Park,350,10 Jahre Radschnellweg NRW
2023-11-18 00:00:00,Kurt-Hackenberg-Platz,30,Christliche Werte in Politik und Gesellschaft
2023-11-18 00:00:00,"Mailänder Passage
Liverpooler Platz",15,Demo gegen Christenverfolgung
2023-11-18 00:00:00,"Bahnhofsvorplatz Mülheim
Mülheimer Freiheit/Krahnenstraße",100,Erhalt des Krankenhauses Holweide und der Kinderklinik Amsterdamer Straße
2023-11-18 00:00:00,Ebertplatz,20,Frieden für den Nahen Osten; Gegen die einseitige Positionierung der politischen Klasse und unserer Medien im Nahost- Konflikt; Solidarität mit der leidenden palästinensischen Zivilbevölkerung in Gaza.
2023-11-18 00:00:00,Hohenzollernring Volksbank,30,Demo zum Tans Awareness Day
2023-11-18 00:00:00,Ebertplatz,15,Solidarität mit Israel! Solidarität mit der Ukraine! Für einen freien Iran!
2023-11-18 00:00:00,Friedrich-Engels-Straße/Berrenrather Straße,11,Leerstand der Russischen Föderation
2023-11-18 00:00:00,Maternusplatz,10,Präsentation des Klimafieber-Zeitstrahls im öffentlichen Raum
2023-11-18 00:00:00,GGS Steinberger Straße und Wilhelmplatz,40,NRW bleib sozial
2023-11-19 00:00:00,Bahnhofsvorplatz,80,Demokratie für Belarus
2023-11-19 00:00:00,Ebertplatz ,1000,"Friedensdemo: Solidarität mit ALLEN Menschen, die vom Israel - Palästina Krieg betroffen sind (ohne Flaggen)"
2023-11-20 00:00:00,"Albertus-Magnus-Platz
Gronewaldstraße 2",,"Hochschulaktionstag - Schluss mit prekärer Wissenschaft!
Für die Verbesserung der Arbeits- und Studienbedingungen an Hochschulen"
2023-11-20 00:00:00,Theo-Burauen-Platz,80,Erhalt des Stadnortes des Hölderlin Gymnasiums an der Graf-Adolf-Straße
2023-11-20 00:00:00,Wiener Platz,50,Gedenktag für Opfer transfeindlicher Gewalt
2023-11-20 00:00:00,"Eigelsteintorburg Bahnhofsvorplatz
",30,Trans Day of Remembrance - Gedenktag für trans Personen 
2023-11-20 00:00:00,"Leverkusen, Bismarckstraße 130",4,Unterstützung der Ukraine
2023-11-22 00:00:00,Wiener Platz,10,Tag dgegen Gewalt an Frauen
2023-11-22 00:00:00,Albertus-Magnus-Platz,50,"Frieden für Palästina, stoppt die Vertreibung, zusammen gegen Repression und Hetze"
2023-11-22 00:00:00,Hans-Böckler-Platz,300,Streik TV-L Tarifrunde
2023-11-22 00:00:00,Albertus-Magnus-Platz,13,Klare Kante gegen jede Dämonisierung Israels
2023-11-23 00:00:00,"Kerpener Straße 62 
Hans-Böckler-Platz",300,Warnstreik Uniklinik Köln Tarifrunde der Länder
2023-11-23 00:00:00,Breite Straße / Auf der Ruhr,20,Wir wollen den runden Tisch mit dem ÖFR
2023-11-23 00:00:00,"Hans-Böckler-Platz
Albertus-Magnus-Platz",100,Spontandemonstration zu Repression gegen italienische Antifaschisten
2023-11-24 00:00:00,Rheinufer Deutz,15,"Mahnwache für Frieden, Gedenken an die Opfer der akutellen Konflikte im Nahen Osten und Ukriane"
2023-11-24 00:00:00,"Ecke Taunusstraße/Gießener Straße
",6,Stoppt das Massaker in Gaza - Waffenstillstand jetzt
2023-11-25 00:00:00,Hans-Böckler-Platz bis Breslauer Platz,500,Wir nehmen uns die Nacht
2023-11-25 00:00:00,Wiener Platz,100,Gewalt gegen Frauen
2023-11-25 00:00:00,Günter-Wand-Platz,10,Protestaktion gegen die Geschlechter Apartheit des Taliban Regimes in Afghanistan
2023-11-25 00:00:00,Domplatte BGH,40,Aktion gegen Femizide
2023-11-25 00:00:00,Ottoplatz,500,Holodomor 1932-1933. 90. Jahrestag des Genozids am ukrainischen Volk
2023-11-25 00:00:00,"Bahnhof Mülheim
Stadtgarten Mülheim",75,Kidical Mass Köln-Mülheim
2023-11-25 00:00:00,Schildergasse (P&C),15,Die Liebe und die Freiheit
2023-11-25 00:00:00,"Kerpener Straße 62
Albertus-Magnus-Platz",500,Warnstreik Uniklinik Köln - Tarifrund der Länder
2023-11-25 00:00:00,Günter-Wand-Platz,50,Internationaler Tag zur Beseitigung der Gewalt gegen Frauen
2023-11-26 00:00:00,Unter Hohenzollernbrücke / Weltjugendtagsweg,10,"Stop GEAS - für ein Eurpoa, das Brücken baut"
2023-11-26 00:00:00,Aachener Weiher,10,"Stop GEAS - für ein Eurpoa, das Brücken baut"
2023-11-26 00:00:00,Unter Hohenzollernbrücke,200,"Stop GEAS - für ein Eurpoa, das Brücken baut"
2023-11-26 00:00:00,Ottoplatz,10,"Stop GEAS - für ein Eurpoa, das Brücken baut"
2023-11-26 00:00:00,Bahnhofsvorplatz,300,Gedenken der Opfer des Erdbebens in Afghanistan
2023-11-28 00:00:00,Breslauer Platz,300,Begrüßung der albanischen Unabhängigkeit
2023-11-28 00:00:00,Hans-Böckler-Platz,300,Streik TV-L Tarifrunde
2023-11-28 00:00:00,Deutzer Brücke,150,Köln bleib(t) sozial - die Träger der freien Wohlfahrtspfle machen auf die prekäre wirtschaftliche Lage von sozialen Einrichtungen aufmerksam
2023-11-28 00:00:00,Lenauplatz,300,Finanzierung der Freien Trägerschaften
2023-11-28 00:00:00,S-Bahn-Station Worringen,50,Köln bleibt sozial
2023-11-28 00:00:00,Pariser Platz,300,NRW - bleib sozial / Kürzung bei sozialen Einrichtungen
2023-11-28 00:00:00,Bezirksrathaus Kalk,30,Köln bleibt sozial - Für Kalk steht alles auf dem Spiel
2023-11-28 00:00:00,Lochnerstraße,200,"Aktionstag zum Thema ""Köln bleib(t) sozial! Wir packen an, damit wir nicht einpacken müssen!"""
2023-11-28 00:00:00,Stammheimer Ring (Rewe-Parkplatz),40,Köln bleib(t) sozial
2023-11-28 00:00:00,Marktplatz Longerich,150,Köln bleib(t) sozial
2023-11-28 00:00:00,Breitenbachstraße 2,20,Köln bleib(t) sozial
2023-11-28 00:00:00,Pariser Platz,50,Köln bleib(t) sozial! Protest gegen Kürzungen im sozialen Bereich
2023-11-28 00:00:00,Wiener Platz,30,Aktionstag zu Köln bleibt sozial
2023-11-28 00:00:00,"EMAnuel Schule, Sürther Straße 201 und Maternusplatz
",60,"Köln bleib(t) solzial! Wir packen an, damit wir nicht einpacken müssen - Liga Wohlfahrt Köln Aktionstag zur Demonstration vor dem Deutzer Bahnhof am 29.11.2023"
2023-11-28 00:00:00,Eiler Straße 124,50,Köln bleib(t) sozial
2023-11-28 00:00:00,Severinskirchplatz,80,"Köln bleib(t) sozial. Wir packen an, damit wir nicht einpacken müssen!"
2023-11-28 00:00:00,Bezirksrathaus Ehrenfeld,30,"Köln bleibt sozial - für eine transparente, faire sichere Finazierung der freien Träger in Köln"
2023-11-28 00:00:00,Wilhelmplatz,20,Köln bleibt sozial
2023-11-28 00:00:00,Marktplatz Poll,50,Köln bleib(t) sozial
2023-11-28 00:00:00,Am Bilderstöckchen 58a,45,Köln bleibt sozial
2023-11-28 00:00:00,Vitalisstraße (Höhe S-Bahn Müngersdorf),20,Köln bleib(t) sozial
2023-11-28 00:00:00,Waldecker Straße 35,150,Buchforst bleibt sozial
2023-11-28 00:00:00,Trude-Herr-Park,30,"Anmahnen der sozialen Misere, ""Köln bleibt sozial"", Aufmerksamkeit wecken für die Rettung sozialer Strukturen"
2023-11-28 00:00:00,Hermeskeiler Platz,50,Behandelt uns nicht wie Müll – Köln bleib(t) sozial!“  
2023-11-29 00:00:00,"Hans-Böckler-Platz
Albertus-Magnus-Platz",1500,Streikversammlung Tarifrunde der Länder
2023-11-29 00:00:00,"Ottoplatz
Aachener Weiher",2000,Köln bleib(t) sozial!
2023-11-29 00:00:00,Luftschiffplatz,100,Köln bleib(t) sozial
2023-11-30 00:00:00,Schildergasse (P&C),20,"Tierrechte, Veganismus"
2023-11-30 00:00:00,Breite Straße / Auf der Ruhr,20,Wir wollen den runden Tisch mit dem ÖFR
2023-12-01 00:00:00,Deutzer Werft,200,Lkw Maut CO2 Steuer
2023-12-01 00:00:00,Grüner Weg 13 bis Lindenbornstraße 15-19,150,"Fahrradschulbus, Anmahnen von sicherer Radinfrastruktur für Schüler*innen"
